customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1950-TMUTF,Male,1,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),116.45,4076.33,No
1951-TRYBY,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,88.82,638.76,Yes
1952-ZFIYC,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,98.86,2950.68,No
1953-AASEM,Female,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.37,203.28,Yes
1954-SLPYY,Male,0,Yes,Yes,32,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),71.25,2321.96,No
1955-SCLEB,Female,0,Yes,Yes,8,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),84.68,660.42,No
1956-VGMYO,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,101.5,844.94,No
1957-VCUTE,Female,0,Yes,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.47,1419.1,Yes
1958-XHVAH,Female,1,Yes,No,42,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,68.4,3010.26,No
1959-XRTPR,Female,0,No,No,29,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,123.77,3744.06,No
1960-TLMMJ,Male,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,126.64,8454.33,No
1961-GYNXP,Female,1,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),31.82,123.31,Yes
1962-OLIHR,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.28,659.73,No
1963-WRMRO,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.52,369.45,No
1964-DQEVP,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,99.35,923.49,No
1965-IJXRQ,Female,0,Yes,No,9,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,106.33,962.56,Yes
1966-RGDZE,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,99.29,2805.74,No
1967-WPCZR,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.95,638.66,Yes
1968-WUNOQ,Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),120.44,1004.82,No
1969-AYUQW,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),51.21,1083.53,No
1970-YKQZN,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,119.33,599.7,No
1971-TSUGX,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.26,509.97,Yes
1972-MRWNA,Male,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,109.91,115.28,No
1973-GHRIA,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.2,3916.3,No
1974-VQSFC,Female,0,No,Yes,9,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,100.42,924.13,Yes
1975-XEBTY,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.0,2283.2,No
1976-DJJXU,Female,0,No,No,18,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),111.27,2041.43,No
1977-KPZQP,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,106.77,660.88,No
1978-GPCZP,Female,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,105.68,507.95,No
1979-HLCQU,Male,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.16,1169.9,No
1980-RKDPQ,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),98.78,7448.66,Yes
1981-IFXTY,Female,1,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),119.85,605.69,Yes
1982-BIUFC,Female,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),55.01,170.6,No
1983-TFGAW,Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.51,491.02,No
1984-AEFMB,Male,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),89.94,1025.52,Yes
1985-OOMZY,Female,1,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),38.68,1595.82,No
1986-NZVGN,Female,1,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),105.79,1657.76,No
1987-ZXJQN,Male,1,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),43.25,43.82,No
1988-HDZPX,Male,0,No,Yes,63,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,71.61,4569.02,Yes
1989-MVYTR,Male,0,No,No,11,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,73.89,835.17,No
1990-NREZI,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,120.54,3251.54,No
1991-CHTVJ,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,98.64,2759.45,No
1992-VSUCK,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,100.74,99.28,No
1993-KQPGD,Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),91.28,,No
1994-WSLOK,Male,0,No,Yes,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.29,150.72,Yes
1995-EEORK,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.95,6558.03,Yes
1996-ZLBTO,Female,0,Yes,Yes,39,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,84.94,3200.77,No
1997-TDVRF,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,89.92,273.09,Yes
1998-WZSKX,Female,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,94.75,2258.56,Yes
1999-BHKER,Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.3,996.61,No
2000-WRNVJ,Male,0,Yes,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,15.85,,No
2001-CICKL,Female,0,No,Yes,14,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),80.15,1110.71,No
2002-LCUGN,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.68,1296.9,No
2003-XKGYU,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),87.37,458.0,No
2004-JKOSP,Female,1,Yes,Yes,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,100.14,4829.14,No
2005-VUTLR,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,130.08,3340.3,No
2006-WMEDN,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.11,,No
2007-HIYSC,Male,0,No,No,48,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,108.21,5370.59,No
2008-EUZRA,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,47.64,,No
2009-HSQQK,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.02,2750.71,No
2010-BFVNC,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),41.2,404.79,No
2011-LDLMB,Male,0,No,No,29,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),117.38,3518.85,No
2012-BOWQG,Male,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.55,1527.93,No
2013-NLQNF,Female,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.55,798.48,Yes
2014-SXFRX,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,102.22,1179.98,Yes
2015-EXXFB,Female,1,No,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.67,920.64,No
2016-HOOKV,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,105.06,2149.53,No
2017-VXARL,Male,1,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),97.96,812.1,No
2018-LYKHG,Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,109.22,7514.33,Yes
2019-WUBKV,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),107.96,3574.88,No
2020-JCTJR,Female,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),38.84,299.01,No
2021-NRXHJ,Male,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.69,1120.34,Yes
2022-VMUHD,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),96.73,1326.52,No
2023-DEAQB,Male,0,No,No,49,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,71.71,3350.42,No
2024-HGOZY,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,109.8,985.93,No
2025-EBGHG,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,111.27,560.36,Yes
2026-GNURF,Female,1,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,108.55,112.96,No
2027-DJRLP,Female,1,No,No,72,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.15,7019.37,No
2028-YGFEC,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.93,405.64,No
2029-LOJZT,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.69,381.77,Yes
2030-SPKHC,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.92,639.96,No
2031-WGWGN,Male,0,Yes,No,8,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,83.87,689.34,No
2032-BJSZI,Female,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),100.85,629.4,Yes
2033-PSRIP,Male,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),111.45,2588.32,No
2034-MJYTN,Male,1,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,82.89,84.88,No
2035-LYSGW,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,105.53,1765.73,Yes
2036-OPHJD,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,92.87,1095.83,Yes
2037-SSUON,Male,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.57,1456.85,No
2038-APJSV,Male,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,91.27,830.28,No
2039-CEIRK,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.96,702.86,No
2040-PBLVF,Female,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,124.45,238.79,Yes
2041-KHLBI,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),89.38,1020.31,No
2042-OBAJB,Female,1,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.12,235.32,No
2043-LWHEV,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44.01,585.83,No
2044-AOFLH,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,107.27,1298.12,Yes
2045-MSAKT,Male,1,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,58.35,1424.68,No
2046-AHEQH,Female,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,111.44,2633.92,No
2047-YJBIX,Male,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),72.91,935.79,No
2048-WCRGO,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,99.3,509.58,No
2049-UVTRY,Female,1,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,49.04,1023.58,No
2050-CWNXB,Male,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,86.44,5945.75,No
2051-NVKPH,Male,0,Yes,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,42.4,202.19,No
2052-GKCQN,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,80.03,76.48,Yes
2053-FHVEH,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),125.06,847.97,No
2054-BOLQA,Male,0,Yes,No,13,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,98.58,1321.11,Yes
2055-ONTVP,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,101.17,947.86,Yes
2056-IAQMU,Male,1,No,No,45,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.42,3555.98,No
2057-ZUEJF,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,110.71,1816.33,No
2058-XSYMA,Female,1,Yes,No,7,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,64.99,477.31,No
2059-TYONH,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.11,2839.08,No
2060-JIQIC,Female,0,No,No,3,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,88.18,267.75,No
2061-KLJYQ,Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),119.53,344.05,No
2062-QYKVD,Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,93.35,676.54,No
2063-GUZNG,Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.09,87.43,Yes
2064-XHAXV,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,101.15,3343.8,Yes
2065-DLXCM,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),115.1,1035.08,No
2066-TFKWD,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),86.39,2654.38,No
2067-TPGVK,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.93,1562.23,Yes
2068-XAZGL,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,77.63,458.35,Yes
2069-GWGJP,Male,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.72,819.04,No
2070-ZHIIB,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.91,770.53,No
2071-MMWWD,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),101.5,5004.96,No
2072-YXLQB,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,111.26,,Yes
2073-MROHO,Female,0,Yes,No,9,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),89.61,828.26,Yes
2074-ATJLE,Female,0,No,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),124.33,6538.12,No
2075-IWHPN,Male,1,No,No,6,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),86.58,500.8,Yes
2076-YMWUM,Male,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,57.79,179.96,No
2077-EPZKV,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,117.65,2569.95,No
2078-EMKYS,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,92.78,806.67,No
2079-COGGF,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),88.39,1265.06,No
2080-CMGEW,Male,0,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),46.34,2025.39,No
2081-RVHQT,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,106.55,1945.87,Yes
2082-ANQJL,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,103.52,1936.04,Yes
2083-PNPHW,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,108.9,834.38,Yes
2084-JQRTP,Female,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,116.33,4351.03,Yes
2085-QPSXX,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),126.77,4341.69,No
2086-HFFUI,Female,0,Yes,No,6,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.79,527.81,No
2087-DZLLW,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),118.02,1057.72,No
2088-QOIGJ,Female,1,No,Yes,38,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),127.99,4997.66,No
2089-PLYGR,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,129.82,1450.63,No
2090-OFZLK,Male,0,Yes,No,12,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.29,619.06,No
2091-TCBFX,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),64.91,679.28,Yes
2092-VYERP,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),112.21,444.32,Yes
2093-HYZTV,Female,0,Yes,Yes,10,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,104.27,1086.31,Yes
2094-KJXYL,Male,0,No,Yes,40,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,68.07,2771.08,No
2095-UFTEW,Male,0,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.71,560.65,No
2096-IZPVN,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,117.58,1851.23,No
2097-VHTSN,Male,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),104.3,437.78,No
